Time: 2015-01-15 14:21:57 ms:323 Level: LOG ERROR    Message: XSystem engine receive error ACK or send illegal cmd
Time: 2015-01-16 11:02:42 ms:124 Level: LOG INFO     Message: [PN,R,0]
Time: 2015-01-16 11:03:02 ms:131 Level: LOG ERROR    Message: XCmdEngine socket receive timeout 
Time: 2015-01-16 11:03:02 ms:131 Level: LOG INFO     Message: [9]
Time: 2015-01-16 11:14:10 ms:766 Level: LOG INFO     Message: [PN,R,0]
Time: 2015-01-16 11:14:10 ms:766 Level: LOG INFO     Message: [0,0400]
Time: 2015-01-16 11:14:10 ms:786 Level: LOG INFO     Message: [PD,R,0]
Time: 2015-01-16 11:14:10 ms:796 Level: LOG INFO     Message: [0,10]
Time: 2015-01-16 11:14:10 ms:796 Level: LOG INFO     Message: [OM,R,0]
Time: 2015-01-16 11:14:10 ms:796 Level: LOG INFO     Message: [0,00]
Time: 2015-01-16 11:14:10 ms:796 Level: LOG INFO     Message: [CT,R,0]
Time: 2015-01-16 11:14:10 ms:796 Level: LOG INFO     Message: [0,00]
Time: 2015-01-16 11:14:10 ms:796 Level: LOG INFO     Message: [DP,R,0]
Time: 2015-01-16 11:14:10 ms:796 Level: LOG INFO     Message: [0,02]
Time: 2015-01-16 11:14:10 ms:796 Level: LOG INFO     Message: [DN,R,0]
Time: 2015-01-16 11:14:10 ms:806 Level: LOG INFO     Message: [0,00]
Time: 2015-01-16 11:14:10 ms:806 Level: LOG INFO     Message: [CN,R,0]
Time: 2015-01-16 11:14:10 ms:806 Level: LOG INFO     Message: [0,2010101000]
Time: 2015-01-16 11:14:10 ms:806 Level: LOG INFO     Message: [SF,W,0,0]
Time: 2015-01-16 11:14:10 ms:806 Level: LOG INFO     Message: [0]
Time: 2015-01-16 11:14:10 ms:806 Level: LOG INFO     Message: [TP,W,0,2]
Time: 2015-01-16 11:14:10 ms:816 Level: LOG INFO     Message: [0]
Time: 2015-01-16 11:14:12 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:12 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:12 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:13 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:13 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:13 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:14 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:14 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:14 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:15 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:15 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:15 ms:326 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:16 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:16 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:16 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:17 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:17 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:17 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:18 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:18 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:18 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:19 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:19 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:19 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:20 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:20 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:20 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:21 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:21 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:21 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:22 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:22 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:22 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:23 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:23 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:23 ms:334 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:24 ms:338 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:24 ms:338 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:24 ms:338 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:31 ms:989 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:31 ms:989 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:14:31 ms:989 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:19 ms:286 Level: LOG INFO     Message: [PN,R,0]
Time: 2015-01-16 11:16:19 ms:286 Level: LOG INFO     Message: [0,0400]
Time: 2015-01-16 11:16:19 ms:286 Level: LOG INFO     Message: [PD,R,0]
Time: 2015-01-16 11:16:19 ms:286 Level: LOG INFO     Message: [0,10]
Time: 2015-01-16 11:16:19 ms:286 Level: LOG INFO     Message: [OM,R,0]
Time: 2015-01-16 11:16:19 ms:286 Level: LOG INFO     Message: [0,00]
Time: 2015-01-16 11:16:19 ms:286 Level: LOG INFO     Message: [CT,R,0]
Time: 2015-01-16 11:16:19 ms:296 Level: LOG INFO     Message: [0,00]
Time: 2015-01-16 11:16:19 ms:296 Level: LOG INFO     Message: [DP,R,0]
Time: 2015-01-16 11:16:19 ms:296 Level: LOG INFO     Message: [0,02]
Time: 2015-01-16 11:16:19 ms:296 Level: LOG INFO     Message: [DN,R,0]
Time: 2015-01-16 11:16:19 ms:296 Level: LOG INFO     Message: [0,00]
Time: 2015-01-16 11:16:19 ms:296 Level: LOG INFO     Message: [CN,R,0]
Time: 2015-01-16 11:16:19 ms:296 Level: LOG INFO     Message: [0,2010101000]
Time: 2015-01-16 11:16:19 ms:296 Level: LOG INFO     Message: [SF,W,0,0]
Time: 2015-01-16 11:16:19 ms:296 Level: LOG INFO     Message: [0]
Time: 2015-01-16 11:16:19 ms:306 Level: LOG INFO     Message: [TP,W,0,2]
Time: 2015-01-16 11:16:19 ms:306 Level: LOG INFO     Message: [0]
Time: 2015-01-16 11:16:20 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:20 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:20 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:21 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:21 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:21 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:22 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:22 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:22 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:23 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:23 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:23 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:24 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:24 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:24 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:25 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:25 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:25 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:26 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:26 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:26 ms:816 Level: LOG ERROR    Message: XCmd heartbeat voltage error
Time: 2015-01-16 11:16:27 ms:818 Level: LOG ERROR    Message: XCmd heartbeat voltage error
